ObjectID,GlobalID,Monitoring Date,Monitor Names,Location,Pool ID,Zone,Quadrat ID,Quadrat-Year,Thatch Depth,CreationDate,Creator,EditDate,Editor,x,y,Year,QuadratYear
201,057fc199-0019-40e7-a7f2-a96b803dd3ba,6/19/20 19:00,Joanna Tang,del_sol,I,transition,IT3,IT32020,1,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,-119.864909,34.41703083,2020,IT32020
202,13cb40e2-aaf1-4e11-b1fc-e09fc020efbc,6/19/20 19:00,Joanna Tang,del_sol,I,edge,IE2,IE22020,1,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,-119.8650217,34.4169996,2020,IE22020
203,d0965f4c-4019-4f6a-a2ac-1a204f62c9ff,6/19/20 19:00,Joanna Tang,del_sol,I,transition,IT2,IT22020,0.5,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,-119.864919,34.41707579,2020,IT22020
204,8321b3b2-0914-4e63-bc78-c31870f2203a,6/19/20 19:00,Joanna Tang,del_sol,I,edge,IE1,IE12020,0.75,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,-119.8651529,34.41714402,2020,IE12020
205,795aee12-a8d1-498d-b57a-987f6ac36c7b,6/19/20 19:00,Joanna Tang,del_sol,I,transition,IT1,IT12020,0.25,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:46,joannatang@umail.ucsb.edu_ucsb,-119.8651073,34.41705418,2020,IT12020
206,6e9a1828-c258-46e3-844c-0ba2c2c20242,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE4,HE42020,3.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8645916,34.4167886,2020,HE42020
207,9cf62ee2-24fd-469f-8421-045fb0a4ffb5,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT4,HT42020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646128,34.41681696,2020,HT42020
208,58ca309d-edb5-4fc6-859a-d7dc3c43ef46,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT5,HT52020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646875,34.41684535,2020,HT52020
209,323d27c8-8a73-4f25-869b-5a0794ac5ce3,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE5,HE52020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646778,34.4168536,2020,HE52020
210,0d3a35e4-fa25-4e30-9e00-a30b73f6706c,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE6,HE62020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646955,34.41689286,2020,HE62020
211,2db6f80b-c95c-4c05-bcdf-a88ba8f6e24c,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT6,HT62020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8647501,34.41689775,2020,HT62020
212,5e27eb79-4a58-47e7-9a14-ed0253ed7f90,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE3,HE32020,4,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,8/7/20 16:37,joannatang@umail.ucsb.edu_ucsb,-119.8647553,34.41669502,2020,HE32020
213,fe909edc-015e-40e2-9bc5-a31e985b92bd,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT3,HT32020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648094,34.41677764,2020,HT32020
214,086af3e9-e88e-4311-b084-56673467d9af,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE1,HE12020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.864892,34.41681302,2020,HE12020
215,11998aad-9454-4a97-a87b-6ea455fcb470,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT2,HT22020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8647037,34.41673738,2020,HT22020
216,3b6e723d-cf25-4edc-b2d1-c109a92a3702,6/29/20 19:00,Joanna Tang,del_sol,H,edge,HE1,HE12020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646158,34.41676473,2020,HE12020
217,6f935a88-12b6-4aec-af36-abf1dcdbd547,6/29/20 19:00,Joanna Tang,del_sol,H,transition,HT1,HT12020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648062,34.41662616,2020,HT12020
218,bbae11ce-b4fb-4393-b754-17ec218c35e2,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE4,KE42020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8647963,34.4166169,2020,KE42020
219,30e31e02-6a06-4eac-85eb-e42fb4ed3498,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT4,KT42020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8649092,34.41661831,2020,KT42020
220,ad1de19e-a391-4460-b74d-079709e1f7ea,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE5,KE52020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8649553,34.41655707,2020,KE52020
221,f04c32e9-2585-49b1-aa49-4475a8d4ff38,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT5,KT52020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648997,34.41659093,2020,KT52020
222,73eb889d-b5ec-41da-a23b-b1b4a96f3ce0,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE6,KE62020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8647571,34.41661956,2020,KE62020
223,1208a278-a471-47d8-b1ab-5c8b2c2ebe47,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT6,KT62020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646667,34.41666952,2020,KT62020
224,aad21ad0-37da-4558-b52e-83dcc6e14958,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE3,KE32020,3,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8646585,34.4166273,2020,KE32020
225,35fd686f-3220-43d8-8cd0-700d19c7f1e3,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT3,KT32020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648116,34.41665775,2020,KT32020
226,b9ca2b49-bd44-43e6-be06-467f6dbc1f30,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE2,KE22020,2.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648364,34.41663358,2020,KE22020
227,fbd9f2aa-e7bf-49e8-9503-434ed1f678a2,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT2,KT22020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648909,34.41667219,2020,KT22020
228,e9a9988f-1c32-4e0e-ae11-79be225998a4,6/29/20 19:00,Joanna Tang,del_sol,K,edge,KE1,KE12020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:55,joannatang@umail.ucsb.edu_ucsb,-119.8648706,34.4166455,2020,KE12020
229,63275bcd-a6d1-4836-99ff-dba043f76b14,6/29/20 19:00,Joanna Tang,del_sol,K,transition,KT1,KT12020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8648639,34.4166483,2020,KT12020
230,461d1830-112c-4e01-8358-0bb169fed78e,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE3,JE32020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8650779,34.41690566,2020,JE32020
231,7640daa6-29e0-4aae-a038-c1efbe3a5b7c,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT3,JT32020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8650193,34.41695704,2020,JT32020
232,4db47df7-2b76-4640-b78d-903546f6bc95,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE2,JE22020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8649753,34.41687905,2020,JE22020
233,ba7990ca-2dc3-4690-911c-bfb6511cd2e6,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT2,JT22020,2,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8650652,34.41692072,2020,JT22020
234,e466f284-1391-40cd-ac22-3bc06455e7ba,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE1,JE12020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8652207,34.41699447,2020,JE12020
235,ad802d8c-2c56-4a74-b2da-0ca503511c7e,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT1,JT12020,1,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8651074,34.41680168,2020,JT12020
236,bc49d3f6-9800-48a0-9965-9ab388d4035a,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE6,JE62020,1.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8650575,34.41695401,2020,JE62020
237,1a8ae68f-f619-4eed-8a1c-4c655f29e28f,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT6,JT62020,0.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8650361,34.41702306,2020,JT62020
238,56b8de44-b6a5-432a-8ae1-8fa12dcefff1,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE5,JE52020,3.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.865018,34.41702605,2020,JE52020
239,a6341b71-46a5-4cb9-91ea-a4f53801e48d,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT5,JT52020,0.75,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8651734,34.4169795,2020,JT52020
240,077ae834-2e02-4c63-ab15-43aca92470db,6/29/20 19:00,Joanna Tang,del_sol,J,edge,JE4,JE42020,0.5,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8652018,34.41700342,2020,JE42020
241,e695f0d8-0303-42c8-83ad-25617c7faf16,6/29/20 19:00,Joanna Tang,del_sol,J,transition,JT4,JT42020,0.25,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,6/30/20 1:00,joannatang@umail.ucsb.edu_ucsb,-119.8652158,34.41687032,2020,JT42020
242,979f2c6b-b7a2-4f13-945f-abc5046af1dd,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+06,80000002020,5,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8671202,34.4149284,2020,8.00E+062020
243,fc839bf9-bf53-4edc-9d69-068cc689a885,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+05,8000002020,6,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8671349,34.414748,2020,8.00E+052020
244,65ee1e1f-d3a3-4698-abb4-85bd1a0a611c,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T5,8T52020,0.25,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8670643,34.41496117,2020,8T52020
245,df33c577-4007-4cfc-8f43-95a64a8d612d,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+04,800002020,3,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8672021,34.41485411,2020,8.00E+042020
246,cc076052-9e70-4ab8-8005-40c7e2a97c68,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T4,8T42020,1,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8670464,34.41486468,2020,8T42020
247,9ac3cfbd-1b48-4dd6-b950-036a92aeb805,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T6,8T62020,1.5,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8671899,34.4149531,2020,8T62020
248,719023bb-dde8-4ea9-8656-f34a14ba2f6d,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+03,80002020,3,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.867033,34.41507548,2020,8.00E+032020
249,da1f64e2-6797-4962-a6cb-ce59e19192b4,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T3,8T32020,0.25,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8670642,34.41506256,2020,8T32020
250,fe09d861-e597-4109-a42b-8231c24db082,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+02,8002020,1,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8670241,34.41500847,2020,8.00E+022020
251,60125324-fcfa-49d2-a364-e9d8d1110a7f,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T2,8T22020,0.5,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8671281,34.41493037,2020,8T22020
252,bd297003-4ebf-45ac-b67d-5646fab90c6d,7/6/20 19:00,Joanna Tang,camino_corto,8,edge,8.00E+01,802020,2,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8670067,34.41491599,2020,8.00E+012020
253,38305ab5-3eac-4254-85ef-89bea765c2e7,7/6/20 19:00,Joanna Tang,camino_corto,8,transition,8T1,8T12020,0.5,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,7/7/20 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8672428,34.41497203,2020,8T12020
254,00f1a442-0edc-43d4-b067-f8451c3b9190,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T1,4T12020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8678429,34.41481337,2020,4T12020
255,e122ddba-adde-447f-ba64-7c6209f1f9fa,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+01,402020,0.5,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8679596,34.41470253,2020,4.00E+012020
256,636bf3ec-adcb-4d22-98bc-8fa0c40abc55,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T2,4T22020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8677214,34.41481369,2020,4T22020
257,f03ba745-1c89-4a68-b6c8-1b2139146f8f,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+02,4002020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:54,joannatang@umail.ucsb.edu_ucsb,-119.867895,34.41464726,2020,4.00E+022020
258,202241d1-903b-4f50-a324-dbb003f676ed,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T3,4T32020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8678867,34.41467128,2020,4T32020
259,b0e7aee3-b6f0-4e6d-9361-4e5b61445f71,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+03,40002020,0.5,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:56,joannatang@umail.ucsb.edu_ucsb,-119.8678085,34.41471573,2020,4.00E+032020
260,4c8d0e48-a4df-45d0-aed2-925265a61309,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+06,40000002020,0.5,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8675174,34.41466574,2020,4.00E+062020
261,be8ffea7-f2d9-40e2-9545-2b65fa9afde0,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T6,4T62020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.867539,34.41479134,2020,4T62020
262,65471b4a-4bc2-4b35-84a5-21be38e66143,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+05,4000002020,1.5,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8676361,34.41480236,2020,4.00E+052020
263,35adc086-dc97-47f1-9fd5-8ff896709ab8,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T5,4T52020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8677208,34.4147223,2020,4T52020
264,201e1263-e560-456e-8bd3-b49cf0a12187,7/7/20 19:00,Joanna Tang,camino_corto,4,edge,4.00E+04,400002020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8675982,34.41465297,2020,4.00E+042020
265,29c8da03-c2b3-4a05-a01d-7c9d80be1908,7/7/20 19:00,Joanna Tang,camino_corto,4,transition,4T4,4T42020,0.25,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,7/8/20 1:45,joannatang@umail.ucsb.edu_ucsb,-119.8676123,34.4148215,2020,4T42020
266,6364064d-3f6f-4e35-bcbf-4e7a814402d6,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE3,GE32020,2,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8661087,34.41656467,2020,GE32020
267,97c736df-6dfe-48e9-ae84-3a41dac273b4,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT3,GT32020,1,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8659508,34.41633638,2020,GT32020
268,dfb8a29b-f882-4d73-bb8d-fdf8218f398b,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE2,GE22020,3,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8659773,34.41644379,2020,GE22020
269,1993b90e-288c-4f69-8595-66d28c99e64c,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT2,GT22020,2,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8660356,34.41649138,2020,GT22020
270,920dec21-b347-45f0-9e04-3964a8312e43,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE1,GE12020,4,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8661528,34.41635322,2020,GE12020
271,0d05e063-42e8-4df6-b1bb-1cef432e6bc9,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT1,GT12020,1,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.866237,34.41659843,2020,GT12020
272,284a8195-2b68-4a56-bb8f-97b1d531fbd5,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE6,GE62020,3,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8660858,34.41652965,2020,GE62020
273,2df6389d-e7d3-46f1-8729-ba23483b0e5a,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT6,GT62020,3,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8659279,34.41651417,2020,GT62020
274,ba9046c3-96ea-4f1a-9ab9-f90a23d94f35,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE5,GE52020,3,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8660049,34.41661269,2020,GE52020
275,d66d6d76-569b-49f7-a079-f317ec1e3177,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT5,GT52020,2,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8660008,34.41653727,2020,GT52020
276,7cec3aeb-6a67-40fd-af07-2795b67577f3,7/8/20 19:00,Joanna Tang,del_sol,G,edge,GE4,GE42020,3,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.865896,34.41647335,2020,GE42020
277,a9283fe0-595f-4b8e-baaa-dfe963e3f2ca,7/8/20 19:00,Joanna Tang,del_sol,G,transition,GT4,GT42020,5.5,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,7/9/20 1:53,joannatang@umail.ucsb.edu_ucsb,-119.8661778,34.41645143,2020,GT42020
278,f0a044bc-175c-4c7a-b3c1-020a9cbc6a65,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+03,30002020,1,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8675921,34.41512381,2020,3.00E+032020
279,dcff1f3a-2d7c-4deb-82a7-5fbf5dc95f8d,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T3,3T32020,0.5,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.867598,34.41520041,2020,3T32020
280,e3ff1669-0ed5-4715-aebc-dabfd7606834,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+02,3002020,1.5,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:56,joannatang@umail.ucsb.edu_ucsb,-119.8674088,34.41510511,2020,3.00E+022020
281,06409a58-0ab4-4748-8b58-08be9d0a7c8b,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T2,3T22020,0.5,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8673328,34.41524124,2020,3T22020
282,d8e76936-f9a3-458d-b12b-f966ed6d2b14,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+01,302020,3,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:57,joannatang@umail.ucsb.edu_ucsb,-119.8671928,34.41510582,2020,3.00E+012020
283,de15751a-7393-4829-a266-a53f03c5f312,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T1,3T12020,1,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8671155,34.41504092,2020,3T12020
284,e9c4f56f-51a4-4b83-9acc-31407d592a3f,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+06,30000002020,1.5,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/31/23 0:56,joannatang@umail.ucsb.edu_ucsb,-119.8675324,34.41513778,2020,3.00E+062020
285,e7fcbb72-83e0-407f-8f54-adcb0f1be191,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T6,3T62020,1,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8675314,34.41515391,2020,3T62020
286,a809d11f-6e6a-4ca4-b424-37ff7c57f8ac,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+05,3000002020,2,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.867179,34.41502706,2020,3.00E+052020
287,52194917-34d7-407b-8eb0-f546812de588,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T5,3T52020,0.25,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8672973,34.41510769,2020,3T52020
288,84cc3747-aaa8-4030-9dac-8c24bfa42459,7/9/20 19:00,Joanna Tang,camino_corto,3,edge,3.00E+04,300002020,2,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8671957,34.41508112,2020,3.00E+042020
289,ae2ead18-edd3-4345-b94f-ecb68b7fca77,7/9/20 19:00,Joanna Tang,camino_corto,3,transition,3T4,3T42020,0.5,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,7/10/20 0:59,joannatang@umail.ucsb.edu_ucsb,-119.8672888,34.4150759,2020,3T42020
290,64a266b5-218d-447e-b7b3-380d1cf7ba98,7/10/20 19:00,Joanna Tang,del_sol,E,transition,ET1,ET12020,3,7/11/20 1:17,joannatang@umail.ucsb.edu_ucsb,7/11/20 1:17,joannatang@umail.ucsb.edu_ucsb,-119.8652547,34.4159435,2020,ET12020
