ObjectID,GlobalID,ParentGlobalID,Monitoring Date,Monitor Names,Location,Pool ID,Zone,Quadrat ID,Quadrat Notes,Percent Bare Ground,Percent Thatch,Thatch Depth,Native Species Richness,Sum of Native Cover,Nonnative Species Richness,Sum of Nonnative Cover,Sum of All Cover,CreationDate,Creator,EditDate,Editor,x,y,Year,Treatment,Seeded,Native Status,Species,Percent Cover,CreationDate,Creator,EditDate,Editor
1237,baa89bcf-41c7-4de8-961b-aa1701ed5a8a,001518c3-eef1-4919-8fd5-39a61bd481e4,5/13/21,Joanna Tang,del_sol,L,transition,LT1,Grindelia camporum seedlings,45,37,0.25,5,12,7,9,103,44330.04279,joannatang@umail.ucsb.edu_ucsb,44330.04279,joannatang@umail.ucsb.edu_ucsb,-119.8652462,34.4169263,2021,,,native,Juncus_bufonius,1,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb
1236,cc0f6ab2-dcc9-48b2-8741-a7d970bb3b0e,001518c3-eef1-4919-8fd5-39a61bd481e4,5/13/21,Joanna Tang,del_sol,L,transition,LT1,Grindelia camporum seedlings,45,37,0.25,5,12,7,9,103,44330.04279,joannatang@umail.ucsb.edu_ucsb,44330.04279,joannatang@umail.ucsb.edu_ucsb,-119.8652462,34.4169263,2021,,,native,Eleocharis_acicularis,4,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb
1233,e900a795-f469-480a-9d41-df52817ac441,001518c3-eef1-4919-8fd5-39a61bd481e4,5/13/21,Joanna Tang,del_sol,L,transition,LT1,Grindelia camporum seedlings,45,37,0.25,5,12,7,9,103,44330.04279,joannatang@umail.ucsb.edu_ucsb,44330.04279,joannatang@umail.ucsb.edu_ucsb,-119.8652462,34.4169263,2021,,,native,Distichlis_spicata,1,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb
2627,eafcbd74-f788-4f6a-b7b3-62b68b95552f,001518c3-eef1-4919-8fd5-39a61bd481e4,5/13/21,Joanna Tang,del_sol,L,transition,LT1,Grindelia camporum seedlings,45,37,0.25,5,12,7,9,103,44330.04279,joannatang@umail.ucsb.edu_ucsb,44330.04279,joannatang@umail.ucsb.edu_ucsb,-119.8652462,34.4169263,2021,,,nonnative,Avena_fatua,1,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb
2626,f60a114e-3ab6-48a0-b6db-411b2e536c0b,001518c3-eef1-4919-8fd5-39a61bd481e4,5/13/21,Joanna Tang,del_sol,L,transition,LT1,Grindelia camporum seedlings,45,37,0.25,5,12,7,9,103,44330.04279,joannatang@umail.ucsb.edu_ucsb,44330.04279,joannatang@umail.ucsb.edu_ucsb,-119.8652462,34.4169263,2021,,,nonnative,Bromus_hordeaceus,2,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb,5/14/21 1:01,joannatang@umail.ucsb.edu_ucsb
1997,02024a54-4369-4749-8ca5-44cdb3e97308,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Lysimachia_arvensis,2,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
959,0562b1a8-3524-46b6-b875-90bd11b8bd18,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,native,Juncus_bufonius,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1993,27076882-6bc1-4281-951b-18cf3f45b243,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Festuca_perennis,91,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1998,4ffa509d-7bbd-45d5-8e87-a0f2ca134171,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Plantago_lanceolata,2,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1999,7128dcb0-d1e3-41f3-b3be-255bb77e22a5,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Festuca_bromoides,3,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
957,846a6bb9-e650-4d11-b58b-f9ab5fdf3923,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,native,Grindelia_camporum,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
2002,881cee10-57e4-46d5-a6fd-f8619297423d,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Hordeum_marinum,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
960,8f42eda9-5980-409d-b70f-84e03a5a8438,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,native,Eleocharis_acicularis,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1994,96d09c73-ce5a-48e0-a667-496afb066c8a,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Erodium_botrys,3,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1995,b17be07a-9ee1-4265-ac01-9983d9a9d60d,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Lythrum_hyssopifolia,22,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
2004,bceb4234-3d67-48a8-baa9-fd6ad82642a5,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Spergularia_spp.,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
1996,d21c4510-5fea-4843-9ee5-fc7e053adc06,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Vicia_villosa,3,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
2003,d9d0ad07-b5e9-4f13-ad2d-62ebceb5ebf4,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Hypochaeris_glabra,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
2000,e3e63080-78e3-4ec9-84a9-2233f1ced2df,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Avena_fatua,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
2001,ef75f76c-803c-42a5-b780-96aa24e33136,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,nonnative,Polypogon_monspeliensis,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
958,fc48ce2c-d232-4529-bfbd-6152948e0817,010aacdb-590d-402d-ae98-322c6ca60839,7/13/20,Joanna Tang,camino_corto,5,transition,5T2,0,4,2,0.25,4,0,12,131,137,7/14/20,joannatang@umail.ucsb.edu_ucsb,7/14/20,joannatang@umail.ucsb.edu_ucsb,-119.8681668,34.41425271,2020,1,0,native,Eleocharis_macrostachya,1,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb,7/14/20 1:01,joannatang@umail.ucsb.edu_ucsb
693,34e8e598-8adf-4400-971d-494f5d363712,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,native,Distichlis_spicata,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1470,657f79d7-4393-4bc5-a2e3-c77ccc50193b,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Plantago_lanceolata,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1476,664b32a0-29db-4eaa-8cbe-58d52a680d28,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Gastridium_phleoides,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1474,66a76a44-fe5a-4463-a018-48d499f08f31,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Bromus_diandrus,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1468,7039206e-836a-4fcb-bde9-176710960659,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Festuca_perennis,77,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1471,8305ade0-aff5-4d44-b50d-728b2876c273,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Vicia_villosa,2,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
692,854436b0-11a3-4499-875f-6e68edf375e3,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,native,Grindelia_camporum,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1472,bdd84cd6-d9e1-414b-a394-9920d27d1c25,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Erodium_botrys,19,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1475,dd2b4dbd-3bbe-4b35-931a-53fe4d7e8b18,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Lysimachia_arvensis,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1473,f0f12bb3-494f-4238-9c23-2bcb8a343bb9,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Bromus_hordeaceus,19,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1469,f6225a3f-a440-4b7b-8d2a-2dd3c20dd5e4,01eccd2f-2c64-4882-b23f-b42043bd0169,6/19/20,Joanna Tang,del_sol,I,edge,IE2,Grindelia camporum seedlings,14,58,1,2,2,9,125,199,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8649165,34.41707227,2020,1,1,nonnative,Avena_fatua,4,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1407,1645489d-faff-48f8-88b8-839cd6ade29d,02147574-5f94-44d8-a263-a3921ad22340,6/19/20,Joanna Tang,del_sol,I,edge,IE6,0,7,29,0.5,1,4,8,122,162,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8651539,34.41704724,2020,1,0,nonnative,Gastridium_phleoides,1,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
1405,2b666353-96e7-45ca-9a8b-2227cd240888,02147574-5f94-44d8-a263-a3921ad22340,6/19/20,Joanna Tang,del_sol,I,edge,IE6,0,7,29,0.5,1,4,8,122,162,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8651539,34.41704724,2020,1,0,nonnative,Erodium_botrys,40,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
675,42abf4c1-9edf-4be4-9d35-2b050e1d33d4,02147574-5f94-44d8-a263-a3921ad22340,6/19/20,Joanna Tang,del_sol,I,edge,IE6,0,7,29,0.5,1,4,8,122,162,6/20/20,joannatang@umail.ucsb.edu_ucsb,6/20/20,joannatang@umail.ucsb.edu_ucsb,-119.8651539,34.41704724,2020,1,0,native,Distichlis_spicata,4,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb,6/20/20 2:44,joannatang@umail.ucsb.edu_ucsb
